text,label,clean_text
এই থ্রেডটা ভিডিওটা দেখে খুব প্রশংসা করতে ইচ্ছা করছে,happy,এই থ্রেডটা ভিডিওটা দেখে খুব প্রশংসা করতে ইচ্ছা করছে
এই থ্রেডটা পুরোটা পড়ে খুবই মন খারাপ করা ব্যাপার,sad,এই থ্রেডটা পুরোটা পড়ে খুবই মন খারাপ করা ব্যাপার
এই আর্টিকেলটা আজ দেখে নিলাম,neutral,এই আর্টিকেলটা আজ দেখে নিলাম
আজকের পোস্ট মন দিয়ে দেখার পর মনে বিষণ্ন লাগছে,sad,আজকের পোস্ট মন দিয়ে দেখার পর মনে বিষণ্ন লাগছে
আজকের আপডেট পুরোটা পড়ে এই তথ্যটা রাখলাম,neutral,আজকের আপডেট পুরোটা পড়ে এই তথ্যটা রাখলাম
এই কাহিনীটা শেষ পর্যন্ত দেখে খারাপ অনুভূতি হচ্ছে,sad,এই কাহিনীটা শেষ পর্যন্ত দেখে খারাপ অনুভূতি হচ্ছে
এই কাহিনীটা শেষ পর্যন্ত দেখে এই ঘটনা সত্যিই কষ্টদায়ক,sad,এই কাহিনীটা শেষ পর্যন্ত দেখে এই ঘটনা সত্যিই কষ্টদায়ক
আজকের আপডেট আজ মনটা ফুরফুরে করে দিল,happy,আজকের আপডেট আজ মনটা ফুরফুরে করে দিল
এই কাহিনীটা শেষ পর্যন্ত দেখে এই খবরটা কষ্ট দিল,sad,এই কাহিনীটা শেষ পর্যন্ত দেখে এই খবরটা কষ্ট দিল
আজকের আলোচনা পুরোটা পড়ে পড়লাম এবং ভাবলাম,neutral,আজকের আলোচনা পুরোটা পড়ে পড়লাম এবং ভাবলাম
আজকের পোস্ট শেষ পর্যন্ত দেখে খুবই দুঃখ লাগলো,sad,আজকের পোস্ট শেষ পর্যন্ত দেখে খুবই দুঃখ লাগলো
আজকের পোস্ট আজকাল খুবই দুঃখ লাগলো,sad,আজকের পোস্ট আজকাল খুবই দুঃখ লাগলো
এই স্ট্যাটাসটা শেষ পর্যন্ত দেখে দেখে সত্যিই ভালো লাগছে,happy,এই স্ট্যাটাসটা শেষ পর্যন্ত দেখে দেখে সত্যিই ভালো লাগছে
এই স্ট্যাটাসটা ভিডিওটা দেখে খুব পজিটিভ লাগছে,happy,এই স্ট্যাটাসটা ভিডিওটা দেখে খুব পজিটিভ লাগছে
আজকের আলোচনা পুরোটা পড়ে অনেক হাসি পেল,happy,আজকের আলোচনা পুরোটা পড়ে অনেক হাসি পেল
এই কাহিনীটা আজ মনটা হালকা হয়ে গেল,happy,এই কাহিনীটা আজ মনটা হালকা হয়ে গেল
এই স্ট্যাটাসটা আজ দেখে সত্যিই ভালো লাগছে,happy,এই স্ট্যাটাসটা আজ দেখে সত্যিই ভালো লাগছে
এই লিখাটা আজ মনটা হালকা হয়ে গেল,happy,এই লিখাটা আজ মনটা হালকা হয়ে গেল
আজকের পোস্ট ভিডিওটা দেখে এই তথ্যটা রাখলাম,neutral,আজকের পোস্ট ভিডিওটা দেখে এই তথ্যটা রাখলাম
আজকের পোস্ট আজকাল মনটা হালকা হয়ে গেল,happy,আজকের পোস্ট আজকাল মনটা হালকা হয়ে গেল
